id,tenderID,dateModified,cpv,label,text_raw,text
278c8871d3864276b1bd2ee788ecf94c,UA-2015-05-13-000027,2015-05-14T14:15:46.226176+03:00,15530000-2,food,Масло вершкове Масло вершкове моноліт жирністю не менше 72% Масло вершкове моноліт жирністю не менше 72% 15530000-2 CPV Масло вершкове  10.51.3 ДКПП,масло вершкове масло вершкове моноліт жирністю не менше <NUM> масло вершкове моноліт жирністю не менше <NUM> <ID> - <NUM> cpv масло вершкове <NUM> <NUM> дкпп
ba9a1f1ee7be4d67bc5f77bee2b3fc03,UA-2015-05-06-000027,2015-05-15T15:24:00.511638+03:00,09000000-3,energy,"ГСМ бензин А-95 бензин А-95 09000000-3 CPV Нафтопродукти, паливо, електроенергія та інші види енергії 19 ДКПП",гсм бензин а- <NUM> бензин а- <NUM> <ID> - <NUM> cpv нафтопродукти паливо електроенергія та інші види енергії <NUM> дкпп
961ca51cce1648778802c50e55256cb6,UA-2015-05-13-000006,2015-05-15T16:00:04.456675+03:00,22000000-0,other,"Штемпельна фарба 30 мл, фіолетова 30 мл, фіолетова 22000000-0 CPV Матеріали друковані та суміжна продукція 17 ДКПП",штемпельна фарба <NUM> мл фіолетова <NUM> мл фіолетова <ID> - <NUM> cpv матеріали друковані та суміжна продукція <NUM> дкпп
12bd1cd820904cbbbd2ee43a80f94483,UA-2015-05-08-000015,2015-05-19T16:00:01.487909+03:00,14700000-8,other,"Металопрокат 1.	Лист х/к 1,5ммх1250х2500мм	Ст..3пс	т	1,500
2.	Лист х/к 3ммх1250х2500мм	Ст..3пс	т	2,000
3.	Кутник 25х25х4мм	Ст..3пс	т	1.500
4.	Кутник 35х35х4мм	Ст..3пс	т	2,200
5	Кутник 32х32х4мм	Ст..3пс	т	0,700
5.	Круг 12мм	Ст..3пс	т	0,800
6.	Круг 16мм	Ст..3пс	т	0,200
7.	Квадрат 14х14мм	Ст..3пс	т	0,600
8.	Труба 100х50х4мм	Ст..3пс	т	0,700
9.	Труба 40х25х2мм	Ст..3пс	т	0,250
10.	Труба ДУ 108х4мм	Ст..3пс	т	0,500 1.	Лист х/к 1,5ммх1250х2500мм	Ст..3пс	т	1,500
2.	Лист х/к 3ммх1250х2500мм	Ст..3пс	т	2,000
3.	Кутник 25х25х4мм	Ст..3пс	т	1.500
4.	Кутник 35х35х4мм	Ст..3пс	т	2,200
5	Кутник 32х32х4мм	Ст..3пс	т	0,700
5.	Круг 12мм	Ст..3пс	т	0,800
6.	Круг 16мм	Ст..3пс	т	0,200
7.	Квадрат 14х14мм	Ст..3пс	т	0,600
8.	Труба 100х50х4мм	Ст..3пс	т	0,700
9.	Труба 40х25х2мм	Ст..3пс	т	0,250
10.	Труба ДУ 108х4мм	Ст..3пс	т	0,500 14700000-8 CPV Метали основні  24 ДКПП 24.10.1 ДКПП",металопрокат <NUM> лист х к <NUM> 5ммх1250х2500мм ст 3пс т <NUM> <NUM> лист х к 3ммх1250х2500мм ст 3пс т <NUM> <NUM> кутник 25х25х4мм ст 3пс т <NUM> <NUM> кутник 35х35х4мм ст 3пс т <NUM> <NUM> кутник 32х32х4мм ст 3пс т <NUM> <NUM> круг 12мм ст 3пс т <NUM> <NUM> круг 16мм ст 3пс т <NUM> <NUM> квадрат 14х14мм ст 3пс т <NUM> <NUM> труба 100х50х4мм ст 3пс т <NUM> <NUM> труба 40х25х2мм ст 3пс т <NUM> <NUM> труба ду 108х4мм ст 3пс т <NUM> <NUM> лист х к <NUM> 5ммх1250х2500мм ст 3пс т <NUM> <NUM> лист х к 3ммх1250х2500мм ст 3пс т <NUM> <NUM> кутник 25х25х4мм ст 3пс т <NUM> <NUM> кутник 35х35х4мм ст 3пс т <NUM> <NUM> кутник 32х32х4мм ст 3пс т <NUM> <NUM> круг 12мм ст 3пс т <NUM> <NUM> круг 16мм ст 3пс т <NUM> <NUM> квадрат 14х14мм ст 3пс т <NUM> <NUM> труба 100х50х4мм ст 3пс т <NUM> <NUM> труба 40х25х2мм ст 3пс т <NUM> <NUM> труба ду 108х4мм ст 3пс т <NUM> <ID> - <NUM> cpv метали основні <NUM> дкпп <NUM> <NUM> дкпп
076303f1ab1a445dafefd6c4b0a81309,UA-2015-05-19-000027,2015-05-21T14:00:02.212127+03:00,31211310-4,other,Пристрої електромонтажні Автоматичний вимикач 125А Автоматичний вимикач 125А 31211310-4 CPV Вимикачі автоматичні  27.33.1 ДКПП,пристрої електромонтажні автоматичний вимикач 125а автоматичний вимикач 125а <ID> - <NUM> cpv вимикачі автоматичні <NUM> <NUM> дкпп
0f18bcfef52948069faa6285517994d5,UA-2015-05-14-000015,2015-05-21T15:14:00.363540+03:00,44810000-1,other,Фарба світло-зелена для зовнішніх робіт по металу Фарба світло-зелена для зовнішніх робіт по металу Фарба світло-зелена для зовнішніх робіт по металу 44810000-1 CPV Фарби 20.30.2 ДКПП,фарба світло-зелена для зовнішніх робіт по металу фарба світло-зелена для зовнішніх робіт по металу фарба світло-зелена для зовнішніх робіт по металу <ID> - <NUM> cpv фарби <NUM> <NUM> дкпп
cc96b2c9a540420585e15cf23ee26d0d,UA-2015-05-18-000011,2015-05-22T14:11:00.428338+03:00,31230000-7,other,"Разъем электрический трехфазный Разъем электрический трехфазный, номинальное напряжение 380 В, ток номинальный 63-120 А. Разъем электрический трехфазный, номинальное напряжение 380 В, ток номинальный 63-120 А. 31230000-7 CPV Частини електророзподільчої та контрольної апаратури 27.12.40 ДКПП",разъем электрический трехфазный разъем электрический трехфазный номинальное напряжение <NUM> в ток номинальный <NUM> - <NUM> а разъем электрический трехфазный номинальное напряжение <NUM> в ток номинальный <NUM> - <NUM> а <ID> - <NUM> cpv частини електророзподільчої та контрольної апаратури <DATE> дкпп
758e442d661347039ae1e5fb797d4e81,UA-2015-05-19-000028,2015-05-22T15:00:02.901910+03:00,44141100-1,other,"Проводи та кабелі електронні й електричні, інші Кабель ПВС 3*2,5 Кабель ПВС 3*2,5 44141100-1 CPV Електропровід  27.32.1 ДКПП",проводи та кабелі електронні й електричні інші кабель пвс <NUM> <NUM> кабель пвс <NUM> <NUM> <ID> - <NUM> cpv електропровід <NUM> <NUM> дкпп
d758c48cadd544b59a86636badf7d900,UA-2015-05-19-000003,2015-05-22T17:00:08.247100+03:00,30197630-1,office,Бумага А4  Maestro 80г/см2 Бумага А4  Maestro 80г/см2 Бумага А4  Maestro 80г/см2 30197630-1 CPV Папір друкарський  17 ДКПП,бумага а4 maestro 80г см2 бумага а4 maestro 80г см2 бумага а4 maestro 80г см2 <ID> - <NUM> cpv папір друкарський <NUM> дкпп
bca32a8d354442c69be806d45d429785,UA-2015-05-21-000077,2015-05-24T16:00:00.600904+03:00,30199230-1,office,"Поштові конверти Поштові конверти А114-1000 шт
Поштові конверти А4-250 шт Поштові конверти А114
Поштові конверти А4 30199230-1 CPV Конверти  17.23.12-30.00 ДКПП",поштові конверти поштові конверти а114- <NUM> шт поштові конверти а4- <NUM> шт поштові конверти а114 поштові конверти а4 <ID> - <NUM> cpv конверти <DATE> - <NUM> дкпп
b43f1b45258348a58032b2243913a223,UA-2015-05-22-000056,2015-05-25T10:25:27.685488+03:00,15511100-4,food,"продукти харчування молоко молоко п/е 2,6% 900г 15511100-4 CPV Молоко пастеризоване  10.51.1 ДКПП",продукти харчування молоко молоко п е <NUM> 900г <ID> - <NUM> cpv молоко пастеризоване <NUM> <NUM> дкпп
663adc5d34f94fe387ebdcabd8c444d0,UA-2015-05-22-000058,2015-05-25T10:26:25.207337+03:00,15551300-8,food,"продукти харчування йогурт йогурт 2,5 % 350г 15551300-8 CPV Йогурт  10.51.5 ДКПП",продукти харчування йогурт йогурт <NUM> 350г <ID> - <NUM> cpv йогурт <NUM> <NUM> дкпп
de145cda44f3456487f8f5d7bbe63b41,UA-2015-05-22-000052,2015-05-25T10:26:41.378571+03:00,15811000-6,food,"продукти харчування круасан круасан, 75г 15811000-6 CPV Вироби хлібобулочні  10.71.1 ДКПП",продукти харчування круасан круасан 75г <ID> - <NUM> cpv вироби хлібобулочні <NUM> <NUM> дкпп
4c3e200f80a8438c8430d3b44f77fc04,UA-2015-05-22-000054,2015-05-25T10:26:55.244776+03:00,03142500-3,agriculture,"продукти харчування яйця яйця у шкаралупі, свіжі 03142500-3 CPV Яйця  01.47.2 ДКПП",продукти харчування яйця яйця у шкаралупі свіжі <ID> - <NUM> cpv яйця <NUM> <NUM> дкпп
27c70740a3f04d62b72610dc35f675c8,UA-2015-05-22-000049,2015-05-25T10:27:10.739186+03:00,15811000-6,food,"продукти харчування хліб Орільський хліб Орільський, 600г 15811000-6 CPV Вироби хлібобулочні  10.71.1 ДКПП",продукти харчування хліб орільський хліб орільський 600г <ID> - <NUM> cpv вироби хлібобулочні <NUM> <NUM> дкпп
eba07752150a4ffaa0d01d1006c0e15e,UA-2015-05-22-000071,2015-05-25T10:27:23.032565+03:00,15542100-0,food,"продукти харчування сир сичужний, косломолочний сир сичужний, косломолочний 15542100-0 CPV Сир кисломолочний  10.51.4 ДКПП",продукти харчування сир сичужний косломолочний сир сичужний косломолочний <ID> - <NUM> cpv сир кисломолочний <NUM> <NUM> дкпп
275d997b85df43bb8b08d8c11f9ebd32,UA-2015-05-22-000066,2015-05-25T10:27:36.700014+03:00,15530000-2,food,"продукти харчування масло масло 75,2% 15530000-2 CPV Масло вершкове  10.51.3 ДКПП",продукти харчування масло масло <NUM> <ID> - <NUM> cpv масло вершкове <NUM> <NUM> дкпп
334c2801dbc94f19a68a4022b9a454ae,UA-2015-05-22-000057,2015-05-25T10:27:46.923698+03:00,15500000-3,food,продукти харчування сметана Сметана п/е 20% 400г 15500000-3 CPV Продукти молочні  10.51.5 ДКПП,продукти харчування сметана сметана п е <NUM> 400г <ID> - <NUM> cpv продукти молочні <NUM> <NUM> дкпп
e892c9bf14d24d2b8384f36b0949874a,UA-2015-05-22-000067,2015-05-25T10:27:58.463896+03:00,15500000-3,food,продукти харчування кефір кефір 15500000-3 CPV Продукти молочні  10.51.5 ДКПП,продукти харчування кефір кефір <ID> - <NUM> cpv продукти молочні <NUM> <NUM> дкпп
808a7aaf1ad04764b0c00aea68c9f623,UA-2015-05-22-000070,2015-05-25T10:28:09.901773+03:00,15131490-6,food,продукти харчування сардельки сардельки 1 с 15131490-6 CPV Страви зі свинини готові до вживання  10.13.1 ДКПП,продукти харчування сардельки сардельки <NUM> с <ID> - <NUM> cpv страви зі свинини готові до вживання <NUM> <NUM> дкпп
ac452ff9eabf4e09bb3ff2979a6bab36,UA-2015-05-25-000022,2015-05-26T10:25:28.651308+03:00,30197630-1,office,Папір офісний Папір офісний А-4 Logic 80 г. Папір офісний А-4 Logic 80 г. 5 упак. по 5 пач. в пач. 500 лист. 30197630-1 CPV Папір друкарський  17 ДКПП,папір офісний папір офісний а- <NUM> logic <NUM> г папір офісний а- <NUM> logic <NUM> г <NUM> упак по <NUM> пач в пач <NUM> лист <ID> - <NUM> cpv папір друкарський <NUM> дкпп
c520b5b093d64e98bd5cc08287e97bba,UA-2015-05-26-000052,2015-05-26T16:50:36.605094+03:00,14622000-7,other,"Листи сталеві Листи сталеві Листи сталеві: Розмір листа, м: 1х2, Марка сталі: 3 сп, товщина 3 мм; Розмір листа, м: 1,5х1,5, Марка сталі: 3 сп, товщина 4 мм; Розмір листа, м: 1,5х3, Марка сталі: 3 сп, товщина 6 мм. 14622000-7 CPV Сталь  24.10.3 ДКПП",листи сталеві листи сталеві листи сталеві розмір листа м 1х2 марка сталі <NUM> сп товщина <NUM> мм розмір листа м <NUM> 5х1 <NUM> марка сталі <NUM> сп товщина <NUM> мм розмір листа м <NUM> 5х3 марка сталі <NUM> сп товщина <NUM> мм <ID> - <NUM> cpv сталь <NUM> <NUM> дкпп
2b30305be6c642f58406c3ecfd8189ab,UA-2015-05-21-000034,2015-05-27T11:00:13.176024+03:00,44411000-4,other,"Одноразові пробірки Deltalab 300900 Пробірка одноразова 16х100 мм полістирол
(упаковка 500 шт) Deltalab 300900 Пробірка одноразова 16х100 мм полістирол
(упаковка 500 шт) 44411000-4 CPV Посуд санітарний 22.22.1 ДКПП",одноразові пробірки deltalab <NUM> пробірка одноразова 16х100 мм полістирол упаковка <NUM> шт deltalab <NUM> пробірка одноразова 16х100 мм полістирол упаковка <NUM> шт <ID> - <NUM> cpv посуд санітарний <NUM> <NUM> дкпп
8da12a4bc8884ca0a1adbcb01a411a87,UA-2015-05-20-000019,2015-05-27T16:00:07.838911+03:00,31700000-3,other,"Лічильник електренергії  Лічильник електренергії НІК 2102-02 М2В  Лічильник електренергії НІК 2102-02 М2В  31700000-3 CPV Приладдя електронне, електромеханічне та електротехнічне 27.9 ДКПП",лічильник електренергії лічильник електренергії нік <NUM> - <NUM> м2в лічильник електренергії нік <NUM> - <NUM> м2в <ID> - <NUM> cpv приладдя електронне електромеханічне та електротехнічне <NUM> дкпп
49a0a05602744fd49caa03afa0f7ab48,UA-2015-05-20-000010,2015-05-27T18:00:02.906076+03:00,14211100-4,other,"Пісок яружний Пісок яружний звичайний, дрібнозернистий, у мішках по 50 кг, з доставкою Пісок яружний звичайний, дрібнозернистий, у мішках по 50 кг, з доставкою 14211100-4 CPV Пісок природний  08.12.1 ДКПП",пісок яружний пісок яружний звичайний дрібнозернистий у мішках по <NUM> кг з доставкою пісок яружний звичайний дрібнозернистий у мішках по <NUM> кг з доставкою <ID> - <NUM> cpv пісок природний <NUM> <NUM> дкпп
9357901fd61d4549bdac62ddcc660c99,UA-2015-06-02-000002,2015-06-02T09:35:05.650712+03:00,03211110-7,agriculture,пн ип оо 03211110-7 CPV Пшениця тверда  01.11.11-00.00 ДКПП,пн ип оо <ID> - <NUM> cpv пшениця тверда <DATE> - <NUM> дкпп
f30f75a01d244be59528dd4cbd0502ae,UA-2015-06-04-000001,2015-06-04T09:06:20.866413+03:00,38410000-2,other,"Інструменти та прилади вимірювальні, контрольні та випробовувальні, інші електричні вимірювальні прилади Комп’ютерний тестер  BM9222, Виробник ТМ «Masterkit», 2 шт.; Пирометр AXIOMET AX-6520, Виробник ТМ «AXIOMET», 1 шт.; Тестер Pro’sKit MT-7068, Виробник ТМ «Pro’sKit», 1 шт.; Цифровий осцилограф RIGOL DS1052E, Виробник ТМ «RIGOL», 1 шт.; Прилад для перевірки кабелів Pro’sKit MT-7057, Виробник ТМ «Pro’sKit», 1 шт.; Комплекс PC-3000 Express, Виробник TM «ACE Lab», 1 шт. 38410000-2 CPV Прилади вимірювальні  26.51.6 ДКПП",інструменти та прилади вимірювальні контрольні та випробовувальні інші електричні вимірювальні прилади комп ютерний тестер bm9222 виробник тм masterkit <NUM> шт пирометр axiomet ax- <NUM> виробник тм axiomet <NUM> шт тестер pro skit mt- <NUM> виробник тм pro skit <NUM> шт цифровий осцилограф rigol ds1052e виробник тм rigol <NUM> шт прилад для перевірки кабелів pro skit mt- <NUM> виробник тм pro skit <NUM> шт комплекс pc- <NUM> express виробник tm ace lab <NUM> шт <ID> - <NUM> cpv прилади вимірювальні <NUM> <NUM> дкпп
db60bbf81ef5464e99a7d9eedf8452c1,UA-2015-05-26-000038,2015-06-05T09:00:11.347099+03:00,44191100-6,other,"Фанера, ламінат, плити OSB Код ДК 016:2010 – 16.21.1 - «Фанера клеєна, фанеровані панелі й подібні вироби з шаруватої деревини; плити деревностружкові й подібні плити з деревини чи з інших здерев’янілих матеріалів» Код ДК 016:2010 – 16.21.1 - «Фанера клеєна, фанеровані панелі й подібні вироби з шаруватої деревини; плити деревностружкові й подібні плити з деревини чи з інших здерев’янілих матеріалів» 44191100-6 CPV Фанера клеєна 16.21.1 ДКПП",фанера ламінат плити osb код дк <NUM> <NUM> <NUM> <NUM> - фанера клеєна фанеровані панелі й подібні вироби з шаруватої деревини плити деревностружкові й подібні плити з деревини чи з інших здерев янілих матеріалів код дк <NUM> <NUM> <NUM> <NUM> - фанера клеєна фанеровані панелі й подібні вироби з шаруватої деревини плити деревностружкові й подібні плити з деревини чи з інших здерев янілих матеріалів <ID> - <NUM> cpv фанера клеєна <NUM> <NUM> дкпп
37ff54d2af8d4d918b56bb486fbfb34c,UA-2015-06-10-000016,2015-06-10T11:48:11.170044+03:00,72267000-4,it,"Супроводження програмного забезпечення Супроводження інформаційної системи ""Контакт-центр"" Інформаційна система «Контакт-центр» (надалі – Система, ІСКЦ) призначена для автоматизації визначеного підрозділу організації-замовника, яке займається обробкою звернень клієнтів голосовими каналами чи іншими засобами зв’язку в інтересах організації-замовника чи головної організації.
ІСКЦ включа наступні апаратно-програмні компоненти:
­	система управління телефонними розмовами Avaya Aura Call Center Elite;
­	система управління взаємодією з клієнтами Directum. 72267000-4 CPV Послуги з супроводжування та ремонтування програмного забезпечення 62.0 ДКПП",супроводження програмного забезпечення супроводження інформаційної системи контакт-центр інформаційна система контакт-центр надалі система іскц призначена для автоматизації визначеного підрозділу організації-замовника яке займається обробкою звернень клієнтів голосовими каналами чи іншими засобами зв язку в інтересах організації-замовника чи головної організації іскц включа наступні апаратно-програмні компоненти система управління телефонними розмовами avaya aura call center elite система управління взаємодією з клієнтами directum <ID> - <NUM> cpv послуги з супроводжування та ремонтування програмного забезпечення <NUM> дкпп
a8af84e99f024bdca9eb5ec7b1c80746,UA-2015-06-03-000037,2015-06-10T16:00:09.449769+03:00,34330000-9,transport,"фільтр масляний ЗМЗ-406 для ГАЗ-3110 фільтр масляний ЗМЗ-406 для ГАЗ-3110 фільтр масляний ЗМЗ-406 для ГАЗ-3110 34330000-9 CPV Частини запасні до вантажних автомобілів, фургонів та легкових автомобілів 30.9 ДКПП",фільтр масляний змз- <NUM> для газ- <NUM> фільтр масляний змз- <NUM> для газ- <NUM> фільтр масляний змз- <NUM> для газ- <NUM> <ID> - <NUM> cpv частини запасні до вантажних автомобілів фургонів та легкових автомобілів <NUM> дкпп
25f1f54b7faf4bf5bc7e25f68c474785,UA-2015-06-03-000019,2015-06-10T16:00:09.998833+03:00,34330000-9,transport,"Ремінь 6РК-1370 ЗМЗ-406 для ГАЗ-3110 Ремінь 6РК-1370 ЗМЗ-406 для ГАЗ-3110 Ремінь 6РК-1370 ЗМЗ-406 для ГАЗ-3110 34330000-9 CPV Частини запасні до вантажних автомобілів, фургонів та легкових автомобілів 30.9 ДКПП",ремінь 6рк- <NUM> змз- <NUM> для газ- <NUM> ремінь 6рк- <NUM> змз- <NUM> для газ- <NUM> ремінь 6рк- <NUM> змз- <NUM> для газ- <NUM> <ID> - <NUM> cpv частини запасні до вантажних автомобілів фургонів та легкових автомобілів <NUM> дкпп
6363e394edfb4330a7aacd5bbbbc7a76,UA-2015-06-03-000025,2015-06-10T16:00:10.531704+03:00,34330000-9,transport,"Лампочка фари Н-4 12В/55Вт Bosch для ГАЗ-3110 Лампочка фари Н-4 12В/55Вт Bosch для ГАЗ-3110 Лампочка фари Н-4 12В/55Вт Bosch для ГАЗ-3110 34330000-9 CPV Частини запасні до вантажних автомобілів, фургонів та легкових автомобілів 30.9 ДКПП",лампочка фари н- <NUM> 12в 55вт bosch для газ- <NUM> лампочка фари н- <NUM> 12в 55вт bosch для газ- <NUM> лампочка фари н- <NUM> 12в 55вт bosch для газ- <NUM> <ID> - <NUM> cpv частини запасні до вантажних автомобілів фургонів та легкових автомобілів <NUM> дкпп
04d979031d5d4d7db174c5509fe3d0e4,UA-2015-06-03-000018,2015-06-10T16:00:13.709950+03:00,34330000-9,transport,"Ролик натяжний ЗМЗ-406 для ГАЗ-3110 Ролик натяжний ЗМЗ-406 для ГАЗ-3110 Ролик натяжний ЗМЗ-406 для ГАЗ-3110 34330000-9 CPV Частини запасні до вантажних автомобілів, фургонів та легкових автомобілів 30.9 ДКПП",ролик натяжний змз- <NUM> для газ- <NUM> ролик натяжний змз- <NUM> для газ- <NUM> ролик натяжний змз- <NUM> для газ- <NUM> <ID> - <NUM> cpv частини запасні до вантажних автомобілів фургонів та легкових автомобілів <NUM> дкпп
8b8f061a971f4ca89925118f90302bd9,UA-2015-06-03-000028,2015-06-10T16:00:13.946405+03:00,34330000-9,transport,"Гальмівна рідина ДОТ-4 0,5 л Luxe для ГАЗ-3110 Гальмівна рідина ДОТ-4 0,5 л Luxe для ГАЗ-3110 Гальмівна рідина ДОТ-4 0,5 л Luxe для ГАЗ-3110 34330000-9 CPV Частини запасні до вантажних автомобілів, фургонів та легкових автомобілів 30.9 ДКПП",гальмівна рідина дот- <NUM> <NUM> л luxe для газ- <NUM> гальмівна рідина дот- <NUM> <NUM> л luxe для газ- <NUM> гальмівна рідина дот- <NUM> <NUM> л luxe для газ- <NUM> <ID> - <NUM> cpv частини запасні до вантажних автомобілів фургонів та легкових автомобілів <NUM> дкпп
011199f4c2474b528f2d05a70f1c3085,UA-2015-06-03-000021,2015-06-10T16:00:15.113751+03:00,34330000-9,transport,"кран пічки для ГАЗ-3110 кран пічки для ГАЗ-3110 кран пічки для ГАЗ-3110 34330000-9 CPV Частини запасні до вантажних автомобілів, фургонів та легкових автомобілів 30.9 ДКПП",кран пічки для газ- <NUM> кран пічки для газ- <NUM> кран пічки для газ- <NUM> <ID> - <NUM> cpv частини запасні до вантажних автомобілів фургонів та легкових автомобілів <NUM> дкпп
